Protein IDs	Majority protein IDs	Gene names	Protein names	Fasta headers	Only identified by site	Reverse	Potential contaminant	LFQ intensity SP3_1	LFQ intensity SP3_2	LFQ intensity SP3_3
P28072	P28072	PSMB6	Proteasome subunit beta type-6	sp|P28072|PSB6_HUMAN Proteasome subunit beta type-6 OS=Homo sapiens OX=9606 GN=PSMB6 PE=1 SV=4				184340000.0	365680000.0	365800000.0
P28074;P28074-3;P28074-2	P28074;P28074-3	PSMB5	Proteasome subunit beta type-5	sp|P28074|PSB5_HUMAN Proteasome subunit beta type-5 OS=Homo sapiens OX=9606 GN=PSMB5 PE=1 SV=3;sp|P28074-3|PSB5_HUMAN Isoform 3 of Proteasome subunit beta type-5 OS=Homo sapiens OX=9606 GN=PSMB5				413620000.0	465840000.0	313140000.0
P28288;P28288-2;P28288-3	P28288;P28288-2	ABCD3	ATP-binding cassette sub-family D member 3	sp|P28288|ABCD3_HUMAN ATP-binding cassette sub-family D member 3 OS=Homo sapiens OX=9606 GN=ABCD3 PE=1 SV=1;sp|P28288-2|ABCD3_HUMAN Isoform 2 of ATP-binding cassette sub-family D member 3 OS=Homo sapiens OX=9606 GN=ABCD3				63859000.0	87055000.0	
P28331-4;P28331;P28331-2;P28331-3;P28331-5	P28331-4;P28331;P28331-2;P28331-3;P28331-5	NDUFS1	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	sp|P28331-4|NDUS1_HUMAN Isoform 4 of NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS1;sp|P28331|NDUS1_HUMAN NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS1 PE=1 SV				43584000.0	102220000.0	83174000.0
P28482;P28482-2	P28482;P28482-2	MAPK1	Mitogen-activated protein kinase 1	sp|P28482|MK01_HUMAN Mitogen-activated protein kinase 1 OS=Homo sapiens OX=9606 GN=MAPK1 PE=1 SV=3;sp|P28482-2|MK01_HUMAN Isoform 2 of Mitogen-activated protein kinase 1 OS=Homo sapiens OX=9606 GN=MAPK1					70314000.0	
P28838-2;P28838	P28838-2;P28838	LAP3	Cytosol aminopeptidase	sp|P28838-2|AMPL_HUMAN Isoform 2 of Cytosol aminopeptidase OS=Homo sapiens OX=9606 GN=LAP3;sp|P28838|AMPL_HUMAN Cytosol aminopeptidase OS=Homo sapiens OX=9606 GN=LAP3 PE=1 SV=3				67448000.0	70532000.0	52441000.0
P29373;P29762	P29373	CRABP2	Cellular retinoic acid-binding protein 2	sp|P29373|RABP2_HUMAN Cellular retinoic acid-binding protein 2 OS=Homo sapiens OX=9606 GN=CRABP2 PE=1 SV=2				273680000.0	212060000.0	172980000.0
P29401;P29401-2;P51854-4;P51854-1;P51854	P29401;P29401-2	TKT	Transketolase	sp|P29401|TKT_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3;sp|P29401-2|TKT_HUMAN Isoform 2 of Transketolase OS=Homo sapiens OX=9606 GN=TKT				7608400000.0	6057300000.0	6800600000.0
P29692;P29692-2;P29692-4	P29692;P29692-2;P29692-4	EEF1D	Elongation factor 1-delta	sp|P29692|EF1D_HUMAN Elongation factor 1-delta OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=5;sp|P29692-2|EF1D_HUMAN Isoform 2 of Elongation factor 1-delta OS=Homo sapiens OX=9606 GN=EEF1D;sp|P29692-4|EF1D_HUMAN Isoform 4 of Elongation factor 1-delta OS=Homo s				1339500000.0	694810000.0	505660000.0
P29966	P29966	MARCKS	Myristoylated alanine-rich C-kinase substrate	sp|P29966|MARCS_HUMAN Myristoylated alanine-rich C-kinase substrate OS=Homo sapiens OX=9606 GN=MARCKS PE=1 SV=4				94763000.0	269280000.0	248230000.0
P30040;P30040-2	P30040	ERP29	Endoplasmic reticulum resident protein 29	sp|P30040|ERP29_HUMAN Endoplasmic reticulum resident protein 29 OS=Homo sapiens OX=9606 GN=ERP29 PE=1 SV=4				260820000.0	212200000.0	261370000.0
P30041	P30041	PRDX6	Peroxiredoxin-6	sp|P30041|PRDX6_HUMAN Peroxiredoxin-6 OS=Homo sapiens OX=9606 GN=PRDX6 PE=1 SV=3				959260000.0	404160000.0	400360000.0
P30043	P30043	BLVRB	Flavin reductase (NADPH)	sp|P30043|BLVRB_HUMAN Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=3						37931000.0
P30044-2;P30044;P30044-3;P30044-4	P30044-2;P30044;P30044-3	PRDX5	Peroxiredoxin-5, mitochondrial	sp|P30044-2|PRDX5_HUMAN Isoform Cytoplasmic+peroxisomal of Peroxiredoxin-5, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX5;sp|P30044|PRDX5_HUMAN Peroxiredoxin-5, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX5 PE=1 SV=4;sp|P30044-3|PRDX5_HUMAN Isoform 3 of 				238170000.0	177020000.0	
P30046;P30046-2;A6NHG4	P30046;P30046-2;A6NHG4	DDT;DDTL	D-dopachrome decarboxylase;D-dopachrome decarboxylase-like protein	sp|P30046|DOPD_HUMAN D-dopachrome decarboxylase OS=Homo sapiens OX=9606 GN=DDT PE=1 SV=3;sp|P30046-2|DOPD_HUMAN Isoform 2 of D-dopachrome decarboxylase OS=Homo sapiens OX=9606 GN=DDT;sp|A6NHG4|DDTL_HUMAN D-dopachrome decarboxylase-like protein OS=Homo sapi				83690000.0		
P30048-2;P30048	P30048-2;P30048	PRDX3	Thioredoxin-dependent peroxide reductase, mitochondrial	sp|P30048-2|PRDX3_HUMAN Isoform 2 of Thioredoxin-dependent peroxide reductase, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX3;sp|P30048|PRDX3_HUMAN Thioredoxin-dependent peroxide reductase, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX3 PE=1 SV=3				463260000.0		
P30050;P30050-2	P30050;P30050-2	RPL12	60S ribosomal protein L12	sp|P30050|RL12_HUMAN 60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1;sp|P30050-2|RL12_HUMAN Isoform 2 of 60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12				619680000.0	477240000.0	540800000.0
P30084	P30084	ECHS1	Enoyl-CoA hydratase, mitochondrial	sp|P30084|ECHM_HUMAN Enoyl-CoA hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ECHS1 PE=1 SV=4				99537000.0		
P30085;P30085-3;P30085-2	P30085;P30085-3	CMPK1	UMP-CMP kinase	sp|P30085|KCY_HUMAN UMP-CMP kinase OS=Homo sapiens OX=9606 GN=CMPK1 PE=1 SV=3;sp|P30085-3|KCY_HUMAN Isoform 3 of UMP-CMP kinase OS=Homo sapiens OX=9606 GN=CMPK1				108950000.0	207560000.0	201780000.0
P30086	P30086	PEBP1	Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide	sp|P30086|PEBP1_HUMAN Phosphatidylethanolamine-binding protein 1 OS=Homo sapiens OX=9606 GN=PEBP1 PE=1 SV=3				983610000.0	703640000.0	691720000.0
P30101	P30101	PDIA3	Protein disulfide-isomerase A3	sp|P30101|PDIA3_HUMAN Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4				1784700000.0	2397400000.0	2368300000.0
P30153;P30154-4	P30153	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	sp|P30153|2AAA_HUMAN Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens OX=9606 GN=PPP2R1A PE=1 SV=4				304090000.0	313180000.0	366240000.0
P30519;P30519-2	P30519	HMOX2	Heme oxygenase 2	sp|P30519|HMOX2_HUMAN Heme oxygenase 2 OS=Homo sapiens OX=9606 GN=HMOX2 PE=1 SV=2						52864000.0
P30533	P30533	LRPAP1	Alpha-2-macroglobulin receptor-associated protein	sp|P30533|AMRP_HUMAN Alpha-2-macroglobulin receptor-associated protein OS=Homo sapiens OX=9606 GN=LRPAP1 PE=1 SV=1						14911000.0
P30566;P30566-2	P30566;P30566-2	ADSL	Adenylosuccinate lyase	sp|P30566|PUR8_HUMAN Adenylosuccinate lyase OS=Homo sapiens OX=9606 GN=ADSL PE=1 SV=2;sp|P30566-2|PUR8_HUMAN Isoform 2 of Adenylosuccinate lyase OS=Homo sapiens OX=9606 GN=ADSL						85449000.0
P30622-2;P30622-1;P30622	P30622-2;P30622-1;P30622	CLIP1	CAP-Gly domain-containing linker protein 1	sp|P30622-2|CLIP1_HUMAN Isoform 3 of CAP-Gly domain-containing linker protein 1 OS=Homo sapiens OX=9606 GN=CLIP1;sp|P30622-1|CLIP1_HUMAN Isoform 2 of CAP-Gly domain-containing linker protein 1 OS=Homo sapiens OX=9606 GN=CLIP1;sp|P30622|CLIP1_HUMAN CAP-Gly 				14929000.0		
P30626-3;P30626-2;P30626	P30626-3;P30626-2;P30626	SRI	Sorcin	sp|P30626-3|SORCN_HUMAN Isoform 3 of Sorcin OS=Homo sapiens OX=9606 GN=SRI;sp|P30626-2|SORCN_HUMAN Isoform 2 of Sorcin OS=Homo sapiens OX=9606 GN=SRI;sp|P30626|SORCN_HUMAN Sorcin OS=Homo sapiens OX=9606 GN=SRI PE=1 SV=1						54434000.0
P30740;P30740-2;P50453;O75830	P30740	SERPINB1	Leukocyte elastase inhibitor	sp|P30740|ILEU_HUMAN Leukocyte elastase inhibitor OS=Homo sapiens OX=9606 GN=SERPINB1 PE=1 SV=1				228330000.0	114380000.0	192100000.0
P31040;P31040-2;P31040-3	P31040;P31040-2;P31040-3	SDHA	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	sp|P31040|SDHA_HUMAN Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHA PE=1 SV=2;sp|P31040-2|SDHA_HUMAN Isoform 2 of Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sap				789330000.0	380150000.0	454730000.0
P31327-3;P31327;P31327-2	P31327-3;P31327;P31327-2	CPS1	Carbamoyl-phosphate synthase [ammonia], mitochondrial	sp|P31327-3|CPSM_HUMAN Isoform 3 of Carbamoyl-phosphate synthase [ammonia], mitochondrial OS=Homo sapiens OX=9606 GN=CPS1;sp|P31327|CPSM_HUMAN Carbamoyl-phosphate synthase [ammonia], mitochondrial OS=Homo sapiens OX=9606 GN=CPS1 PE=1 SV=2;sp|P31327-2|CPSM_				5225900000.0	4440900000.0	4789000000.0
P31483;P31483-3;P31483-2	P31483;P31483-3;P31483-2	TIA1	Nucleolysin TIA-1 isoform p40	sp|P31483|TIA1_HUMAN Nucleolysin TIA-1 isoform p40 OS=Homo sapiens OX=9606 GN=TIA1 PE=1 SV=3;sp|P31483-3|TIA1_HUMAN Isoform 3 of Nucleolysin TIA-1 isoform p40 OS=Homo sapiens OX=9606 GN=TIA1;sp|P31483-2|TIA1_HUMAN Isoform Short of Nucleolysin TIA-1 isoform				6946200.0	12025000.0	
P31689-2;P31689	P31689-2;P31689	DNAJA1	DnaJ homolog subfamily A member 1	sp|P31689-2|DNJA1_HUMAN Isoform 2 of DnaJ homolog subfamily A member 1 OS=Homo sapiens OX=9606 GN=DNAJA1;sp|P31689|DNJA1_HUMAN DnaJ homolog subfamily A member 1 OS=Homo sapiens OX=9606 GN=DNAJA1 PE=1 SV=2				70516000.0	117220000.0	101670000.0
P31930	P31930	UQCRC1	Cytochrome b-c1 complex subunit 1, mitochondrial	sp|P31930|QCR1_HUMAN Cytochrome b-c1 complex subunit 1, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC1 PE=1 SV=3				244930000.0	375200000.0	418740000.0
P31937	P31937	HIBADH	3-hydroxyisobutyrate dehydrogenase, mitochondrial	sp|P31937|3HIDH_HUMAN 3-hydroxyisobutyrate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HIBADH PE=1 SV=2				55061000.0		
P31939;P31939-2	P31939;P31939-2	ATIC	Bifunctional purine biosynthesis protein PURH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase	sp|P31939|PUR9_HUMAN Bifunctional purine biosynthesis protein PURH OS=Homo sapiens OX=9606 GN=ATIC PE=1 SV=3;sp|P31939-2|PUR9_HUMAN Isoform 2 of Bifunctional purine biosynthesis protein PURH OS=Homo sapiens OX=9606 GN=ATIC				116380000.0	371050000.0	250710000.0
P31942-2;P31942;P31942-3;P31942-4;P31942-6;P31942-5	P31942-2;P31942;P31942-3;P31942-4	HNRNPH3	Heterogeneous nuclear ribonucleoprotein H3	sp|P31942-2|HNRH3_HUMAN Isoform 2 of Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens OX=9606 GN=HNRNPH3;sp|P31942|HNRH3_HUMAN Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens OX=9606 GN=HNRNPH3 PE=1 SV=2;sp|P31942-3|HNRH3_HUMAN Isoform				183680000.0	351310000.0	314170000.0
P31943	P31943	HNRNPH1	Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed	sp|P31943|HNRH1_HUMAN Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=4				1436600000.0	1177200000.0	1081200000.0
P31946-2;P31946	P31946-2;P31946	YWHAB	14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed	sp|P31946-2|1433B_HUMAN Isoform Short of 14-3-3 protein beta/alpha OS=Homo sapiens OX=9606 GN=YWHAB;sp|P31946|1433B_HUMAN 14-3-3 protein beta/alpha OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=3				502340000.0	977360000.0	874860000.0
P31947-2;P31947	P31947-2;P31947	SFN	14-3-3 protein sigma	sp|P31947-2|1433S_HUMAN Isoform 2 of 14-3-3 protein sigma OS=Homo sapiens OX=9606 GN=SFN;sp|P31947|1433S_HUMAN 14-3-3 protein sigma OS=Homo sapiens OX=9606 GN=SFN PE=1 SV=1				913600000.0	1195200000.0	1155900000.0
P31948;P31948-2;P31948-3	P31948;P31948-2;P31948-3	STIP1	Stress-induced-phosphoprotein 1	sp|P31948|STIP1_HUMAN Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1;sp|P31948-2|STIP1_HUMAN Isoform 2 of Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1;sp|P31948-3|STIP1_HUMAN Isoform 3 of Stress-induced-phosp				866240000.0	570450000.0	579720000.0
P31949	P31949	S100A11	Protein S100-A11;Protein S100-A11, N-terminally processed	sp|P31949|S10AB_HUMAN Protein S100-A11 OS=Homo sapiens OX=9606 GN=S100A11 PE=1 SV=2				440590000.0	1164300000.0	1098000000.0
P32004-3;P32004-2;P32004	P32004-3;P32004-2;P32004	L1CAM	Neural cell adhesion molecule L1	sp|P32004-3|L1CAM_HUMAN Isoform 3 of Neural cell adhesion molecule L1 OS=Homo sapiens OX=9606 GN=L1CAM;sp|P32004-2|L1CAM_HUMAN Isoform 2 of Neural cell adhesion molecule L1 OS=Homo sapiens OX=9606 GN=L1CAM;sp|P32004|L1CAM_HUMAN Neural cell adhesion molecul				145510000.0	136760000.0	188570000.0
P32119;P32119-2	P32119	PRDX2	Peroxiredoxin-2	sp|P32119|PRDX2_HUMAN Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5				702760000.0	731490000.0	581620000.0
P32322-3;P32322;P32322-2	P32322-3;P32322;P32322-2	PYCR1	Pyrroline-5-carboxylate reductase 1, mitochondrial	sp|P32322-3|P5CR1_HUMAN Isoform 3 of Pyrroline-5-carboxylate reductase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PYCR1;sp|P32322|P5CR1_HUMAN Pyrroline-5-carboxylate reductase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PYCR1 PE=1 SV=2;sp|P32322-2|P5CR1_H				168630000.0	113280000.0	61006000.0
P32754;P32754-2	P32754;P32754-2	HPD	4-hydroxyphenylpyruvate dioxygenase	sp|P32754|HPPD_HUMAN 4-hydroxyphenylpyruvate dioxygenase OS=Homo sapiens OX=9606 GN=HPD PE=1 SV=2;sp|P32754-2|HPPD_HUMAN Isoform 2 of 4-hydroxyphenylpyruvate dioxygenase OS=Homo sapiens OX=9606 GN=HPD				788380000.0	379890000.0	523250000.0
P32929;P32929-3;P32929-2	P32929;P32929-3;P32929-2	CTH	Cystathionine gamma-lyase	sp|P32929|CGL_HUMAN Cystathionine gamma-lyase OS=Homo sapiens OX=9606 GN=CTH PE=1 SV=3;sp|P32929-3|CGL_HUMAN Isoform 3 of Cystathionine gamma-lyase OS=Homo sapiens OX=9606 GN=CTH;sp|P32929-2|CGL_HUMAN Isoform 2 of Cystathionine gamma-lyase OS=Homo sapiens 				98180000.0		
P32969	P32969	RPL9	60S ribosomal protein L9	sp|P32969|RL9_HUMAN 60S ribosomal protein L9 OS=Homo sapiens OX=9606 GN=RPL9 PE=1 SV=1				465880000.0	515030000.0	590210000.0
P33176;Q12840	P33176	KIF5B	Kinesin-1 heavy chain	sp|P33176|KINH_HUMAN Kinesin-1 heavy chain OS=Homo sapiens OX=9606 GN=KIF5B PE=1 SV=1				208450000.0	288650000.0	290090000.0
P33778	P33778	HIST1H2BB	Histone H2B type 1-B	sp|P33778|H2B1B_HUMAN Histone H2B type 1-B OS=Homo sapiens OX=9606 GN=HIST1H2BB PE=1 SV=2					4584900.0	
P33991	P33991	MCM4	DNA replication licensing factor MCM4	sp|P33991|MCM4_HUMAN DNA replication licensing factor MCM4 OS=Homo sapiens OX=9606 GN=MCM4 PE=1 SV=5				86314000.0	204860000.0	177090000.0
P33992	P33992	MCM5	DNA replication licensing factor MCM5	sp|P33992|MCM5_HUMAN DNA replication licensing factor MCM5 OS=Homo sapiens OX=9606 GN=MCM5 PE=1 SV=5				228980000.0		
P33993;P33993-3;P33993-2	P33993;P33993-3	MCM7	DNA replication licensing factor MCM7	sp|P33993|MCM7_HUMAN DNA replication licensing factor MCM7 OS=Homo sapiens OX=9606 GN=MCM7 PE=1 SV=4;sp|P33993-3|MCM7_HUMAN Isoform 3 of DNA replication licensing factor MCM7 OS=Homo sapiens OX=9606 GN=MCM7				161120000.0		86323000.0
P34896-4;P34896-3;P34896-2;P34896	P34896-4;P34896-3;P34896-2;P34896	SHMT1	Serine hydroxymethyltransferase, cytosolic	sp|P34896-4|GLYC_HUMAN Isoform 4 of Serine hydroxymethyltransferase, cytosolic OS=Homo sapiens OX=9606 GN=SHMT1;sp|P34896-3|GLYC_HUMAN Isoform 3 of Serine hydroxymethyltransferase, cytosolic OS=Homo sapiens OX=9606 GN=SHMT1;sp|P34896-2|GLYC_HUMAN Isoform 2					58882000.0	53062000.0
P34897-3;P34897;P34897-2	P34897-3;P34897;P34897-2	SHMT2	Serine hydroxymethyltransferase, mitochondrial	sp|P34897-3|GLYM_HUMAN Isoform 3 of Serine hydroxymethyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=SHMT2;sp|P34897|GLYM_HUMAN Serine hydroxymethyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=SHMT2 PE=1 SV=3;sp|P34897-2|GLYM_HUMAN Isofor				1105500000.0	428640000.0	642080000.0
P34932;P34932-2	P34932	HSPA4	Heat shock 70 kDa protein 4	sp|P34932|HSP74_HUMAN Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4				1080300000.0	753070000.0	626040000.0
P35221;P35221-2;P35221-3;P26232-4;P26232-6	P35221;P35221-2;P35221-3	CTNNA1	Catenin alpha-1	sp|P35221|CTNA1_HUMAN Catenin alpha-1 OS=Homo sapiens OX=9606 GN=CTNNA1 PE=1 SV=1;sp|P35221-2|CTNA1_HUMAN Isoform 2 of Catenin alpha-1 OS=Homo sapiens OX=9606 GN=CTNNA1;sp|P35221-3|CTNA1_HUMAN Isoform 3 of Catenin alpha-1 OS=Homo sapiens OX=9606 GN=CTNNA1				61830000.0	24581000.0	52194000.0
P35232;P35232-2	P35232	PHB	Prohibitin	sp|P35232|PHB_HUMAN Prohibitin OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=1				949040000.0	1096900000.0	1259000000.0
P35237	P35237	SERPINB6	Serpin B6	sp|P35237|SPB6_HUMAN Serpin B6 OS=Homo sapiens OX=9606 GN=SERPINB6 PE=1 SV=3				805790000.0	245690000.0	299360000.0
P35241;P35241-5;P35241-4;P35241-2;P35241-3	P35241;P35241-5;P35241-4	RDX	Radixin	sp|P35241|RADI_HUMAN Radixin OS=Homo sapiens OX=9606 GN=RDX PE=1 SV=1;sp|P35241-5|RADI_HUMAN Isoform 5 of Radixin OS=Homo sapiens OX=9606 GN=RDX;sp|P35241-4|RADI_HUMAN Isoform 4 of Radixin OS=Homo sapiens OX=9606 GN=RDX				136800000.0	141270000.0	135620000.0
P35250-2;P35250	P35250-2;P35250	RFC2	Replication factor C subunit 2	sp|P35250-2|RFC2_HUMAN Isoform 2 of Replication factor C subunit 2 OS=Homo sapiens OX=9606 GN=RFC2;sp|P35250|RFC2_HUMAN Replication factor C subunit 2 OS=Homo sapiens OX=9606 GN=RFC2 PE=1 SV=3						44132000.0
P35268	P35268	RPL22	60S ribosomal protein L22	sp|P35268|RL22_HUMAN 60S ribosomal protein L22 OS=Homo sapiens OX=9606 GN=RPL22 PE=1 SV=2				759520000.0	108600000.0	233900000.0
P35269	P35269	GTF2F1	General transcription factor IIF subunit 1	sp|P35269|T2FA_HUMAN General transcription factor IIF subunit 1 OS=Homo sapiens OX=9606 GN=GTF2F1 PE=1 SV=2						32656000.0
P35573;P35573-2;P35573-3	P35573;P35573-2;P35573-3	AGL	Glycogen debranching enzyme;4-alpha-glucanotransferase;Amylo-alpha-1,6-glucosidase	sp|P35573|GDE_HUMAN Glycogen debranching enzyme OS=Homo sapiens OX=9606 GN=AGL PE=1 SV=3;sp|P35573-2|GDE_HUMAN Isoform 5 of Glycogen debranching enzyme OS=Homo sapiens OX=9606 GN=AGL;sp|P35573-3|GDE_HUMAN Isoform 6 of Glycogen debranching enzyme OS=Homo sa				86038000.0		86183000.0
P35579;P35579-2	P35579;P35579-2	MYH9	Myosin-9	sp|P35579|MYH9_HUMAN Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4;sp|P35579-2|MYH9_HUMAN Isoform 2 of Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9				1475800000.0	1130700000.0	1094200000.0
P35580;P35580-5;P35580-2;P35580-3;P35580-4	P35580;P35580-5;P35580-2;P35580-3;P35580-4	MYH10	Myosin-10	sp|P35580|MYH10_HUMAN Myosin-10 OS=Homo sapiens OX=9606 GN=MYH10 PE=1 SV=3;sp|P35580-5|MYH10_HUMAN Isoform 5 of Myosin-10 OS=Homo sapiens OX=9606 GN=MYH10;sp|P35580-2|MYH10_HUMAN Isoform 2 of Myosin-10 OS=Homo sapiens OX=9606 GN=MYH10;sp|P35580-3|MYH10_HUM				69585000.0	70704000.0	128170000.0
P35606-2;P35606	P35606-2;P35606	COPB2	Coatomer subunit beta	sp|P35606-2|COPB2_HUMAN Isoform 2 of Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB2;sp|P35606|COPB2_HUMAN Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB2 PE=1 SV=2				124020000.0	181220000.0	184150000.0
P35613-2;P35613;P35613-4;P35613-3	P35613-2;P35613;P35613-4;P35613-3	BSG	Basigin	sp|P35613-2|BASI_HUMAN Isoform 2 of Basigin OS=Homo sapiens OX=9606 GN=BSG;sp|P35613|BASI_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=2;sp|P35613-4|BASI_HUMAN Isoform 4 of Basigin OS=Homo sapiens OX=9606 GN=BSG;sp|P35613-3|BASI_HUMAN Isoform 3 of 				1325800000.0	362950000.0	391900000.0
P35637-2;P35637	P35637-2;P35637	FUS	RNA-binding protein FUS	sp|P35637-2|FUS_HUMAN Isoform Short of RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS;sp|P35637|FUS_HUMAN RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1				620430000.0	264790000.0	314980000.0
P35998;P35998-2	P35998;P35998-2	PSMC2	26S protease regulatory subunit 7	sp|P35998|PRS7_HUMAN 26S proteasome regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMC2 PE=1 SV=3;sp|P35998-2|PRS7_HUMAN Isoform 2 of 26S proteasome regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMC2				286090000.0	372970000.0	221720000.0
P36542;P36542-2	P36542;P36542-2	ATP5C1	ATP synthase subunit gamma, mitochondrial	sp|P36542|ATPG_HUMAN ATP synthase subunit gamma, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1C PE=1 SV=1;sp|P36542-2|ATPG_HUMAN Isoform Heart of ATP synthase subunit gamma, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1C				185940000.0		
P36543-3;P36543-2;P36543	P36543-3;P36543-2;P36543	ATP6V1E1	V-type proton ATPase subunit E 1	sp|P36543-3|VATE1_HUMAN Isoform 3 of V-type proton ATPase subunit E 1 OS=Homo sapiens OX=9606 GN=ATP6V1E1;sp|P36543-2|VATE1_HUMAN Isoform 2 of V-type proton ATPase subunit E 1 OS=Homo sapiens OX=9606 GN=ATP6V1E1;sp|P36543|VATE1_HUMAN V-type proton ATPase s						20938000.0
P36578	P36578	RPL4	60S ribosomal protein L4	sp|P36578|RL4_HUMAN 60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=5				2120000000.0	2854000000.0	2389000000.0
P36776;P36776-2;P36776-3	P36776;P36776-2;P36776-3	LONP1	Lon protease homolog, mitochondrial	sp|P36776|LONM_HUMAN Lon protease homolog, mitochondrial OS=Homo sapiens OX=9606 GN=LONP1 PE=1 SV=2;sp|P36776-2|LONM_HUMAN Isoform 2 of Lon protease homolog, mitochondrial OS=Homo sapiens OX=9606 GN=LONP1;sp|P36776-3|LONM_HUMAN Isoform 3 of Lon protease ho				299280000.0	416990000.0	234960000.0
P36871;P36871-2;P36871-3	P36871;P36871-2;P36871-3	PGM1	Phosphoglucomutase-1	sp|P36871|PGM1_HUMAN Phosphoglucomutase-1 OS=Homo sapiens OX=9606 GN=PGM1 PE=1 SV=3;sp|P36871-2|PGM1_HUMAN Isoform 2 of Phosphoglucomutase-1 OS=Homo sapiens OX=9606 GN=PGM1;sp|P36871-3|PGM1_HUMAN Isoform 3 of Phosphoglucomutase-1 OS=Homo sapiens OX=9606 GN				1332800000.0	1157900000.0	1191000000.0
P36952;P36952-2	P36952;P36952-2	SERPINB5	Serpin B5	sp|P36952|SPB5_HUMAN Serpin B5 OS=Homo sapiens OX=9606 GN=SERPINB5 PE=1 SV=2;sp|P36952-2|SPB5_HUMAN Isoform 2 of Serpin B5 OS=Homo sapiens OX=9606 GN=SERPINB5				55342000.0	38181000.0	53771000.0
P37108	P37108	SRP14	Signal recognition particle 14 kDa protein	sp|P37108|SRP14_HUMAN Signal recognition particle 14 kDa protein OS=Homo sapiens OX=9606 GN=SRP14 PE=1 SV=2				345990000.0	606140000.0	406780000.0
