Protein IDs	Majority protein IDs	Gene names	Protein names	Fasta headers	Only identified by site	Reverse	Potential contaminant	LFQ intensity DOC_1	LFQ intensity DOC_2	LFQ intensity DOC_3
P22626	P22626	HNRNPA2B1	Heterogeneous nuclear ribonucleoproteins A2/B1	sp|P22626|ROA2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2				2191900000.0	3271800000.0	4419800000.0
P22695	P22695	UQCRC2	Cytochrome b-c1 complex subunit 2, mitochondrial	sp|P22695|QCR2_HUMAN Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC2 PE=1 SV=3					150260000.0	191830000.0
P23246;P23246-2	P23246;P23246-2	SFPQ	Splicing factor, proline- and glutamine-rich	sp|P23246|SFPQ_HUMAN Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2;sp|P23246-2|SFPQ_HUMAN Isoform Short of Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ				394500000.0	450790000.0	314820000.0
P23284	P23284	PPIB	Peptidyl-prolyl cis-trans isomerase B	sp|P23284|PPIB_HUMAN Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens OX=9606 GN=PPIB PE=1 SV=2					1029500000.0	1162700000.0
P23396;P23396-2	P23396;P23396-2	RPS3	40S ribosomal protein S3	sp|P23396|RS3_HUMAN 40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2;sp|P23396-2|RS3_HUMAN Isoform 2 of 40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3				443640000.0	1162400000.0	1201300000.0
P23434	P23434	GCSH	Glycine cleavage system H protein, mitochondrial	sp|P23434|GCSH_HUMAN Glycine cleavage system H protein, mitochondrial OS=Homo sapiens OX=9606 GN=GCSH PE=1 SV=2					168090000.0	212400000.0
P23526;P23526-2	P23526;P23526-2	AHCY	Adenosylhomocysteinase	sp|P23526|SAHH_HUMAN Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4;sp|P23526-2|SAHH_HUMAN Isoform 2 of Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY				155070000.0	239190000.0	265110000.0
P23528	P23528	CFL1	Cofilin-1	sp|P23528|COF1_HUMAN Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=3				3111300000.0	3106300000.0	3266700000.0
P23921	P23921	RRM1	Ribonucleoside-diphosphate reductase large subunit	sp|P23921|RIR1_HUMAN Ribonucleoside-diphosphate reductase large subunit OS=Homo sapiens OX=9606 GN=RRM1 PE=1 SV=1				104110000.0	146670000.0	184340000.0
P24390-2;P33947-2;P33947;P24390	P24390-2;P33947-2;P33947;P24390	KDELR1;KDELR2	ER lumen protein-retaining receptor 1;ER lumen protein-retaining receptor 2	sp|P24390-2|ERD21_HUMAN Isoform 2 of ER lumen protein-retaining receptor 1 OS=Homo sapiens OX=9606 GN=KDELR1;sp|P33947-2|ERD22_HUMAN Isoform 2 of ER lumen protein-retaining receptor 2 OS=Homo sapiens OX=9606 GN=KDELR2;sp|P33947|ERD22_HUMAN ER lumen protein					6113900.0	
P24534	P24534	EEF1B2	Elongation factor 1-beta	sp|P24534|EF1B_HUMAN Elongation factor 1-beta OS=Homo sapiens OX=9606 GN=EEF1B2 PE=1 SV=3				220110000.0	993730000.0	1171800000.0
P24539	P24539	ATP5F1	ATP synthase F(0) complex subunit B1, mitochondrial	sp|P24539|AT5F1_HUMAN ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PB PE=1 SV=2					143950000.0	
P24666;P24666-4;P24666-3;P24666-2	P24666;P24666-4;P24666-3;P24666-2	ACP1	Low molecular weight phosphotyrosine protein phosphatase	sp|P24666|PPAC_HUMAN Low molecular weight phosphotyrosine protein phosphatase OS=Homo sapiens OX=9606 GN=ACP1 PE=1 SV=3;sp|P24666-4|PPAC_HUMAN Isoform 4 of Low molecular weight phosphotyrosine protein phosphatase OS=Homo sapiens OX=9606 GN=ACP1;sp|P24666-3					119950000.0	151530000.0
P24752;P24752-2	P24752	ACAT1	Acetyl-CoA acetyltransferase, mitochondrial	sp|P24752|THIL_HUMAN Acetyl-CoA acetyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAT1 PE=1 SV=1				61141000.0	279740000.0	270780000.0
P24928;P24928-2	P24928	POLR2A	DNA-directed RNA polymerase II subunit RPB1	sp|P24928|RPB1_HUMAN DNA-directed RNA polymerase II subunit RPB1 OS=Homo sapiens OX=9606 GN=POLR2A PE=1 SV=2					13028000.0	13645000.0
P25205;P25205-2	P25205;P25205-2	MCM3	DNA replication licensing factor MCM3	sp|P25205|MCM3_HUMAN DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3 PE=1 SV=3;sp|P25205-2|MCM3_HUMAN Isoform 2 of DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3				379180000.0	335090000.0	391650000.0
P25398	P25398	RPS12	40S ribosomal protein S12	sp|P25398|RS12_HUMAN 40S ribosomal protein S12 OS=Homo sapiens OX=9606 GN=RPS12 PE=1 SV=3				331670000.0	915390000.0	1010100000.0
P25685;P25685-2	P25685;P25685-2	DNAJB1	DnaJ homolog subfamily B member 1	sp|P25685|DNJB1_HUMAN DnaJ homolog subfamily B member 1 OS=Homo sapiens OX=9606 GN=DNAJB1 PE=1 SV=4;sp|P25685-2|DNJB1_HUMAN Isoform 2 of DnaJ homolog subfamily B member 1 OS=Homo sapiens OX=9606 GN=DNAJB1					54118000.0	37132000.0
P25705;P25705-2;P25705-3	P25705;P25705-2;P25705-3	ATP5A1	ATP synthase subunit alpha, mitochondrial	sp|P25705|ATPA_HUMAN ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1;sp|P25705-2|ATPA_HUMAN Isoform 2 of ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A;sp|P25705-3|ATPA_HUMAN Isoform 3 of				430700000.0	2858100000.0	2968600000.0
P25786;P25786-2	P25786;P25786-2	PSMA1	Proteasome subunit alpha type-1	sp|P25786|PSA1_HUMAN Proteasome subunit alpha type-1 OS=Homo sapiens OX=9606 GN=PSMA1 PE=1 SV=1;sp|P25786-2|PSA1_HUMAN Isoform Long of Proteasome subunit alpha type-1 OS=Homo sapiens OX=9606 GN=PSMA1				194100000.0	360960000.0	283390000.0
P25788-2;P25788	P25788-2;P25788	PSMA3	Proteasome subunit alpha type-3	sp|P25788-2|PSA3_HUMAN Isoform 2 of Proteasome subunit alpha type-3 OS=Homo sapiens OX=9606 GN=PSMA3;sp|P25788|PSA3_HUMAN Proteasome subunit alpha type-3 OS=Homo sapiens OX=9606 GN=PSMA3 PE=1 SV=2				68943000.0	92438000.0	
P25815	P25815	S100P	Protein S100-P	sp|P25815|S100P_HUMAN Protein S100-P OS=Homo sapiens OX=9606 GN=S100P PE=1 SV=2					149130000.0	129280000.0
P26038	P26038	MSN	Moesin	sp|P26038|MOES_HUMAN Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3				425570000.0	758380000.0	911300000.0
P26368-2;P26368	P26368-2;P26368	U2AF2	Splicing factor U2AF 65 kDa subunit	sp|P26368-2|U2AF2_HUMAN Isoform 2 of Splicing factor U2AF 65 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF2;sp|P26368|U2AF2_HUMAN Splicing factor U2AF 65 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF2 PE=1 SV=4				152950000.0	154640000.0	153130000.0
P26373;P26373-2	P26373;P26373-2	RPL13	60S ribosomal protein L13	sp|P26373|RL13_HUMAN 60S ribosomal protein L13 OS=Homo sapiens OX=9606 GN=RPL13 PE=1 SV=4;sp|P26373-2|RL13_HUMAN Isoform 2 of 60S ribosomal protein L13 OS=Homo sapiens OX=9606 GN=RPL13					221730000.0	534760000.0
P26447	P26447	S100A4	Protein S100-A4	sp|P26447|S10A4_HUMAN Protein S100-A4 OS=Homo sapiens OX=9606 GN=S100A4 PE=1 SV=1				602240000.0	760130000.0	851180000.0
P26599;P26599-2;P26599-3	P26599;P26599-2;P26599-3	PTBP1	Polypyrimidine tract-binding protein 1	sp|P26599|PTBP1_HUMAN Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1;sp|P26599-2|PTBP1_HUMAN Isoform 2 of Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1;sp|P26599-3|PTBP1_HUMAN Isoform 3 of Polypy				197370000.0	344870000.0	405160000.0
P26639;P26639-2;A2RTX5-2;A2RTX5	P26639;P26639-2	TARS	Threonine--tRNA ligase, cytoplasmic	sp|P26639|SYTC_HUMAN Threonine--tRNA ligase 1, cytoplasmic OS=Homo sapiens OX=9606 GN=TARS1 PE=1 SV=3;sp|P26639-2|SYTC_HUMAN Isoform 2 of Threonine--tRNA ligase 1, cytoplasmic OS=Homo sapiens OX=9606 GN=TARS1				179680000.0	581530000.0	819190000.0
P26640;P26640-2	P26640	VARS	Valine--tRNA ligase	sp|P26640|SYVC_HUMAN Valine--tRNA ligase OS=Homo sapiens OX=9606 GN=VARS PE=1 SV=4				110010000.0	272170000.0	254710000.0
P26641;P26641-2	P26641;P26641-2	EEF1G	Elongation factor 1-gamma	sp|P26641|EF1G_HUMAN Elongation factor 1-gamma OS=Homo sapiens OX=9606 GN=EEF1G PE=1 SV=3;sp|P26641-2|EF1G_HUMAN Isoform 2 of Elongation factor 1-gamma OS=Homo sapiens OX=9606 GN=EEF1G				1110800000.0	1791500000.0	1950900000.0
P27348	P27348	YWHAQ	14-3-3 protein theta	sp|P27348|1433T_HUMAN 14-3-3 protein theta OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1				675790000.0	957990000.0	979090000.0
P27635;Q96L21	P27635	RPL10	60S ribosomal protein L10	sp|P27635|RL10_HUMAN 60S ribosomal protein L10 OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=4				279110000.0	425410000.0	511410000.0
P27695	P27695	APEX1	DNA-(apurinic or apyrimidinic site) lyase;DNA-(apurinic or apyrimidinic site) lyase, mitochondrial	sp|P27695|APEX1_HUMAN DNA-(apurinic or apyrimidinic site) lyase OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=2				143760000.0	237310000.0	193060000.0
P27708	P27708	CAD	CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase	sp|P27708|PYR1_HUMAN CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=3					41150000.0	54724000.0
P27797	P27797	CALR	Calreticulin	sp|P27797|CALR_HUMAN Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1				1815100000.0	2422400000.0	1921200000.0
P27816;P27816-6;P27816-2;P27816-4;P27816-7	P27816;P27816-6;P27816-2	MAP4	Microtubule-associated protein 4	sp|P27816|MAP4_HUMAN Microtubule-associated protein 4 OS=Homo sapiens OX=9606 GN=MAP4 PE=1 SV=3;sp|P27816-6|MAP4_HUMAN Isoform 6 of Microtubule-associated protein 4 OS=Homo sapiens OX=9606 GN=MAP4;sp|P27816-2|MAP4_HUMAN Isoform 2 of Microtubule-associated 				187610000.0	323150000.0	345590000.0
P27824-2;P27824;P27824-3	P27824-2;P27824;P27824-3	CANX	Calnexin	sp|P27824-2|CALX_HUMAN Isoform 2 of Calnexin OS=Homo sapiens OX=9606 GN=CANX;sp|P27824|CALX_HUMAN Calnexin OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=2;sp|P27824-3|CALX_HUMAN Isoform 3 of Calnexin OS=Homo sapiens OX=9606 GN=CANX				903740000.0	1935700000.0	1710700000.0
P28074;P28074-3;P28074-2	P28074;P28074-3	PSMB5	Proteasome subunit beta type-5	sp|P28074|PSB5_HUMAN Proteasome subunit beta type-5 OS=Homo sapiens OX=9606 GN=PSMB5 PE=1 SV=3;sp|P28074-3|PSB5_HUMAN Isoform 3 of Proteasome subunit beta type-5 OS=Homo sapiens OX=9606 GN=PSMB5					47547000.0	53651000.0
P28288;P28288-2;P28288-3	P28288;P28288-2	ABCD3	ATP-binding cassette sub-family D member 3	sp|P28288|ABCD3_HUMAN ATP-binding cassette sub-family D member 3 OS=Homo sapiens OX=9606 GN=ABCD3 PE=1 SV=1;sp|P28288-2|ABCD3_HUMAN Isoform 2 of ATP-binding cassette sub-family D member 3 OS=Homo sapiens OX=9606 GN=ABCD3					132070000.0	121930000.0
P28331-4;P28331;P28331-2;P28331-3;P28331-5	P28331-4;P28331;P28331-2;P28331-3;P28331-5	NDUFS1	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	sp|P28331-4|NDUS1_HUMAN Isoform 4 of NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS1;sp|P28331|NDUS1_HUMAN NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS1 PE=1 SV				115330000.0	62277000.0	81622000.0
P29373;P29762	P29373	CRABP2	Cellular retinoic acid-binding protein 2	sp|P29373|RABP2_HUMAN Cellular retinoic acid-binding protein 2 OS=Homo sapiens OX=9606 GN=CRABP2 PE=1 SV=2				244220000.0		
P29401;P29401-2;P51854-4;P51854-1;P51854	P29401;P29401-2	TKT	Transketolase	sp|P29401|TKT_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3;sp|P29401-2|TKT_HUMAN Isoform 2 of Transketolase OS=Homo sapiens OX=9606 GN=TKT				1803100000.0	2696100000.0	3111300000.0
P29692;P29692-2;P29692-4	P29692;P29692-2;P29692-4	EEF1D	Elongation factor 1-delta	sp|P29692|EF1D_HUMAN Elongation factor 1-delta OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=5;sp|P29692-2|EF1D_HUMAN Isoform 2 of Elongation factor 1-delta OS=Homo sapiens OX=9606 GN=EEF1D;sp|P29692-4|EF1D_HUMAN Isoform 4 of Elongation factor 1-delta OS=Homo s				264790000.0	1053100000.0	1260600000.0
P29966	P29966	MARCKS	Myristoylated alanine-rich C-kinase substrate	sp|P29966|MARCS_HUMAN Myristoylated alanine-rich C-kinase substrate OS=Homo sapiens OX=9606 GN=MARCKS PE=1 SV=4				420710000.0	350710000.0	312080000.0
P30040;P30040-2	P30040	ERP29	Endoplasmic reticulum resident protein 29	sp|P30040|ERP29_HUMAN Endoplasmic reticulum resident protein 29 OS=Homo sapiens OX=9606 GN=ERP29 PE=1 SV=4				94094000.0	261540000.0	281700000.0
P30041	P30041	PRDX6	Peroxiredoxin-6	sp|P30041|PRDX6_HUMAN Peroxiredoxin-6 OS=Homo sapiens OX=9606 GN=PRDX6 PE=1 SV=3				1147300000.0	3016400000.0	2769800000.0
P30043	P30043	BLVRB	Flavin reductase (NADPH)	sp|P30043|BLVRB_HUMAN Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=3					73430000.0	52210000.0
P30044-2;P30044;P30044-3;P30044-4	P30044-2;P30044;P30044-3	PRDX5	Peroxiredoxin-5, mitochondrial	sp|P30044-2|PRDX5_HUMAN Isoform Cytoplasmic+peroxisomal of Peroxiredoxin-5, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX5;sp|P30044|PRDX5_HUMAN Peroxiredoxin-5, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX5 PE=1 SV=4;sp|P30044-3|PRDX5_HUMAN Isoform 3 of 					475180000.0	512960000.0
P30046;P30046-2;A6NHG4	P30046;P30046-2;A6NHG4	DDT;DDTL	D-dopachrome decarboxylase;D-dopachrome decarboxylase-like protein	sp|P30046|DOPD_HUMAN D-dopachrome decarboxylase OS=Homo sapiens OX=9606 GN=DDT PE=1 SV=3;sp|P30046-2|DOPD_HUMAN Isoform 2 of D-dopachrome decarboxylase OS=Homo sapiens OX=9606 GN=DDT;sp|A6NHG4|DDTL_HUMAN D-dopachrome decarboxylase-like protein OS=Homo sapi				263700000.0	175060000.0	209140000.0
P30048-2;P30048	P30048-2;P30048	PRDX3	Thioredoxin-dependent peroxide reductase, mitochondrial	sp|P30048-2|PRDX3_HUMAN Isoform 2 of Thioredoxin-dependent peroxide reductase, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX3;sp|P30048|PRDX3_HUMAN Thioredoxin-dependent peroxide reductase, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX3 PE=1 SV=3				653050000.0	607850000.0	593210000.0
P30050;P30050-2	P30050;P30050-2	RPL12	60S ribosomal protein L12	sp|P30050|RL12_HUMAN 60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1;sp|P30050-2|RL12_HUMAN Isoform 2 of 60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12				255900000.0	810900000.0	828470000.0
P30084	P30084	ECHS1	Enoyl-CoA hydratase, mitochondrial	sp|P30084|ECHM_HUMAN Enoyl-CoA hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ECHS1 PE=1 SV=4					134220000.0	184780000.0
P30085;P30085-3;P30085-2	P30085;P30085-3	CMPK1	UMP-CMP kinase	sp|P30085|KCY_HUMAN UMP-CMP kinase OS=Homo sapiens OX=9606 GN=CMPK1 PE=1 SV=3;sp|P30085-3|KCY_HUMAN Isoform 3 of UMP-CMP kinase OS=Homo sapiens OX=9606 GN=CMPK1					119100000.0	89541000.0
P30086	P30086	PEBP1	Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide	sp|P30086|PEBP1_HUMAN Phosphatidylethanolamine-binding protein 1 OS=Homo sapiens OX=9606 GN=PEBP1 PE=1 SV=3				329690000.0	694150000.0	904980000.0
P30101	P30101	PDIA3	Protein disulfide-isomerase A3	sp|P30101|PDIA3_HUMAN Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4				1508900000.0	2230000000.0	2247000000.0
P30153;P30154-4	P30153	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	sp|P30153|2AAA_HUMAN Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens OX=9606 GN=PPP2R1A PE=1 SV=4				196560000.0	210220000.0	233530000.0
P30154;P30154-2;P30154-5;P30154-3	P30154;P30154-2;P30154-5;P30154-3	PPP2R1B	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform	sp|P30154|2AAB_HUMAN Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform OS=Homo sapiens OX=9606 GN=PPP2R1B PE=1 SV=3;sp|P30154-2|2AAB_HUMAN Isoform 2 of Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta 					2025500.0	
P30740;P30740-2;P50453;O75830	P30740	SERPINB1	Leukocyte elastase inhibitor	sp|P30740|ILEU_HUMAN Leukocyte elastase inhibitor OS=Homo sapiens OX=9606 GN=SERPINB1 PE=1 SV=1				120050000.0	126890000.0	123980000.0
P31040;P31040-2;P31040-3	P31040;P31040-2;P31040-3	SDHA	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	sp|P31040|SDHA_HUMAN Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHA PE=1 SV=2;sp|P31040-2|SDHA_HUMAN Isoform 2 of Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sap				190050000.0	140230000.0	408790000.0
P31150	P31150	GDI1	Rab GDP dissociation inhibitor alpha	sp|P31150|GDIA_HUMAN Rab GDP dissociation inhibitor alpha OS=Homo sapiens OX=9606 GN=GDI1 PE=1 SV=2					58855000.0	
P31153;P31153-2;Q00266	P31153;P31153-2	MAT2A	S-adenosylmethionine synthase isoform type-2	sp|P31153|METK2_HUMAN S-adenosylmethionine synthase isoform type-2 OS=Homo sapiens OX=9606 GN=MAT2A PE=1 SV=1;sp|P31153-2|METK2_HUMAN Isoform 2 of S-adenosylmethionine synthase isoform type-2 OS=Homo sapiens OX=9606 GN=MAT2A					106100000.0	109570000.0
P31327-3;P31327;P31327-2	P31327-3;P31327;P31327-2	CPS1	Carbamoyl-phosphate synthase [ammonia], mitochondrial	sp|P31327-3|CPSM_HUMAN Isoform 3 of Carbamoyl-phosphate synthase [ammonia], mitochondrial OS=Homo sapiens OX=9606 GN=CPS1;sp|P31327|CPSM_HUMAN Carbamoyl-phosphate synthase [ammonia], mitochondrial OS=Homo sapiens OX=9606 GN=CPS1 PE=1 SV=2;sp|P31327-2|CPSM_				2447400000.0	3688100000.0	4589300000.0
P31689-2;P31689	P31689-2;P31689	DNAJA1	DnaJ homolog subfamily A member 1	sp|P31689-2|DNJA1_HUMAN Isoform 2 of DnaJ homolog subfamily A member 1 OS=Homo sapiens OX=9606 GN=DNAJA1;sp|P31689|DNJA1_HUMAN DnaJ homolog subfamily A member 1 OS=Homo sapiens OX=9606 GN=DNAJA1 PE=1 SV=2				53118000.0		
P31930	P31930	UQCRC1	Cytochrome b-c1 complex subunit 1, mitochondrial	sp|P31930|QCR1_HUMAN Cytochrome b-c1 complex subunit 1, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC1 PE=1 SV=3				201840000.0	236690000.0	291020000.0
P31937	P31937	HIBADH	3-hydroxyisobutyrate dehydrogenase, mitochondrial	sp|P31937|3HIDH_HUMAN 3-hydroxyisobutyrate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HIBADH PE=1 SV=2						65054000.0
P31939;P31939-2	P31939;P31939-2	ATIC	Bifunctional purine biosynthesis protein PURH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase	sp|P31939|PUR9_HUMAN Bifunctional purine biosynthesis protein PURH OS=Homo sapiens OX=9606 GN=ATIC PE=1 SV=3;sp|P31939-2|PUR9_HUMAN Isoform 2 of Bifunctional purine biosynthesis protein PURH OS=Homo sapiens OX=9606 GN=ATIC				306260000.0	211030000.0	244320000.0
P31942-2;P31942;P31942-3;P31942-4;P31942-6;P31942-5	P31942-2;P31942;P31942-3;P31942-4	HNRNPH3	Heterogeneous nuclear ribonucleoprotein H3	sp|P31942-2|HNRH3_HUMAN Isoform 2 of Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens OX=9606 GN=HNRNPH3;sp|P31942|HNRH3_HUMAN Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens OX=9606 GN=HNRNPH3 PE=1 SV=2;sp|P31942-3|HNRH3_HUMAN Isoform				150340000.0	160500000.0	115180000.0
P31943	P31943	HNRNPH1	Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed	sp|P31943|HNRH1_HUMAN Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=4				1878800000.0	1381200000.0	1775300000.0
P31944	P31944	CASP14	Caspase-14;Caspase-14 subunit p17, mature form;Caspase-14 subunit p10, mature form;Caspase-14 subunit p20, intermediate form;Caspase-14 subunit p8, intermediate form	sp|P31944|CASPE_HUMAN Caspase-14 OS=Homo sapiens OX=9606 GN=CASP14 PE=1 SV=2				17684000.0		
P31946-2;P31946	P31946-2;P31946	YWHAB	14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed	sp|P31946-2|1433B_HUMAN Isoform Short of 14-3-3 protein beta/alpha OS=Homo sapiens OX=9606 GN=YWHAB;sp|P31946|1433B_HUMAN 14-3-3 protein beta/alpha OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=3				725930000.0	487910000.0	522940000.0
P31947-2;P31947	P31947-2;P31947	SFN	14-3-3 protein sigma	sp|P31947-2|1433S_HUMAN Isoform 2 of 14-3-3 protein sigma OS=Homo sapiens OX=9606 GN=SFN;sp|P31947|1433S_HUMAN 14-3-3 protein sigma OS=Homo sapiens OX=9606 GN=SFN PE=1 SV=1				673740000.0	676780000.0	535280000.0
P31948;P31948-2;P31948-3	P31948;P31948-2;P31948-3	STIP1	Stress-induced-phosphoprotein 1	sp|P31948|STIP1_HUMAN Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1;sp|P31948-2|STIP1_HUMAN Isoform 2 of Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1;sp|P31948-3|STIP1_HUMAN Isoform 3 of Stress-induced-phosp				524130000.0	686840000.0	888630000.0
P31949	P31949	S100A11	Protein S100-A11;Protein S100-A11, N-terminally processed	sp|P31949|S10AB_HUMAN Protein S100-A11 OS=Homo sapiens OX=9606 GN=S100A11 PE=1 SV=2				1079600000.0	720110000.0	590960000.0
P32004-3;P32004-2;P32004	P32004-3;P32004-2;P32004	L1CAM	Neural cell adhesion molecule L1	sp|P32004-3|L1CAM_HUMAN Isoform 3 of Neural cell adhesion molecule L1 OS=Homo sapiens OX=9606 GN=L1CAM;sp|P32004-2|L1CAM_HUMAN Isoform 2 of Neural cell adhesion molecule L1 OS=Homo sapiens OX=9606 GN=L1CAM;sp|P32004|L1CAM_HUMAN Neural cell adhesion molecul				109480000.0	112170000.0	98908000.0
P32119;P32119-2	P32119	PRDX2	Peroxiredoxin-2	sp|P32119|PRDX2_HUMAN Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5				1187000000.0	1336700000.0	1183900000.0
P32754;P32754-2	P32754;P32754-2	HPD	4-hydroxyphenylpyruvate dioxygenase	sp|P32754|HPPD_HUMAN 4-hydroxyphenylpyruvate dioxygenase OS=Homo sapiens OX=9606 GN=HPD PE=1 SV=2;sp|P32754-2|HPPD_HUMAN Isoform 2 of 4-hydroxyphenylpyruvate dioxygenase OS=Homo sapiens OX=9606 GN=HPD				322470000.0	667220000.0	599120000.0
P32929;P32929-3;P32929-2	P32929;P32929-3;P32929-2	CTH	Cystathionine gamma-lyase	sp|P32929|CGL_HUMAN Cystathionine gamma-lyase OS=Homo sapiens OX=9606 GN=CTH PE=1 SV=3;sp|P32929-3|CGL_HUMAN Isoform 3 of Cystathionine gamma-lyase OS=Homo sapiens OX=9606 GN=CTH;sp|P32929-2|CGL_HUMAN Isoform 2 of Cystathionine gamma-lyase OS=Homo sapiens 					111040000.0	89113000.0
P32969	P32969	RPL9	60S ribosomal protein L9	sp|P32969|RL9_HUMAN 60S ribosomal protein L9 OS=Homo sapiens OX=9606 GN=RPL9 PE=1 SV=1					555860000.0	585300000.0
P33176;Q12840	P33176	KIF5B	Kinesin-1 heavy chain	sp|P33176|KINH_HUMAN Kinesin-1 heavy chain OS=Homo sapiens OX=9606 GN=KIF5B PE=1 SV=1				155930000.0	162740000.0	135400000.0
P33240-2;P33240;Q9H0L4	P33240-2;P33240	CSTF2	Cleavage stimulation factor subunit 2	sp|P33240-2|CSTF2_HUMAN Isoform 2 of Cleavage stimulation factor subunit 2 OS=Homo sapiens OX=9606 GN=CSTF2;sp|P33240|CSTF2_HUMAN Cleavage stimulation factor subunit 2 OS=Homo sapiens OX=9606 GN=CSTF2 PE=1 SV=1				40394000.0	31529000.0	34364000.0
