Protein IDs	Majority protein IDs	Gene names	Protein names	Fasta headers	Only identified by site	Reverse	Potential contaminant	LFQ intensity DOC_1	LFQ intensity DOC_2	LFQ intensity DOC_3
P11940;P11940-2;Q9H361;Q4VXU2;Q4VXU2-2	P11940;P11940-2;Q9H361	PABPC1;PABPC3	Polyadenylate-binding protein 1;Polyadenylate-binding protein 3	sp|P11940|PABP1_HUMAN Polyadenylate-binding protein 1 OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=2;sp|P11940-2|PABP1_HUMAN Isoform 2 of Polyadenylate-binding protein 1 OS=Homo sapiens OX=9606 GN=PABPC1;sp|Q9H361|PABP3_HUMAN Polyadenylate-binding protein 3 O				269040000.0	364060000.0	282080000.0
P12004	P12004	PCNA	Proliferating cell nuclear antigen	sp|P12004|PCNA_HUMAN Proliferating cell nuclear antigen OS=Homo sapiens OX=9606 GN=PCNA PE=1 SV=1				775200000.0	879320000.0	789800000.0
P12081-4;P12081;P12081-3;P12081-2	P12081-4;P12081;P12081-3;P12081-2	HARS	Histidine--tRNA ligase, cytoplasmic	sp|P12081-4|SYHC_HUMAN Isoform 4 of Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=HARS;sp|P12081|SYHC_HUMAN Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=HARS PE=1 SV=2;sp|P12081-3|SYHC_HUMAN Isoform 3 of Histidine--tRNA l					69196000.0	
P12236	P12236	SLC25A6	ADP/ATP translocase 3;ADP/ATP translocase 3, N-terminally processed	sp|P12236|ADT3_HUMAN ADP/ATP translocase 3 OS=Homo sapiens OX=9606 GN=SLC25A6 PE=1 SV=4					212370000.0	272530000.0
P12268	P12268	IMPDH2	Inosine-5-monophosphate dehydrogenase 2	sp|P12268|IMDH2_HUMAN Inosine-5-monophosphate dehydrogenase 2 OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=2				468020000.0	461060000.0	518260000.0
P12270;P12270-2	P12270	TPR	Nucleoprotein TPR	sp|P12270|TPR_HUMAN Nucleoprotein TPR OS=Homo sapiens OX=9606 GN=TPR PE=1 SV=3				113360000.0	200990000.0	158500000.0
P12277;P06732	P12277	CKB	Creatine kinase B-type	sp|P12277|KCRB_HUMAN Creatine kinase B-type OS=Homo sapiens OX=9606 GN=CKB PE=1 SV=1				367700000.0	923000000.0	1116500000.0
P12429	P12429	ANXA3	Annexin A3	sp|P12429|ANXA3_HUMAN Annexin A3 OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=3						30058000.0
P12532;P12532-2;P17540	P12532;P12532-2	CKMT1A	Creatine kinase U-type, mitochondrial	sp|P12532|KCRU_HUMAN Creatine kinase U-type, mitochondrial OS=Homo sapiens OX=9606 GN=CKMT1A PE=1 SV=1;sp|P12532-2|KCRU_HUMAN Isoform 2 of Creatine kinase U-type, mitochondrial OS=Homo sapiens OX=9606 GN=CKMT1A					282610000.0	312270000.0
P12814;P12814-2;P12814-3;P12814-4;P35609-2;P35609;Q08043	P12814;P12814-2;P12814-3;P12814-4	ACTN1	Alpha-actinin-1	sp|P12814|ACTN1_HUMAN Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2;sp|P12814-2|ACTN1_HUMAN Isoform 2 of Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1;sp|P12814-3|ACTN1_HUMAN Isoform 3 of Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1;sp|				140280000.0	188990000.0	173450000.0
P12956;P12956-2	P12956;P12956-2	XRCC6	X-ray repair cross-complementing protein 6	sp|P12956|XRCC6_HUMAN X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=2;sp|P12956-2|XRCC6_HUMAN Isoform 2 of X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6				510130000.0	1040300000.0	1046300000.0
P13010	P13010	XRCC5	X-ray repair cross-complementing protein 5	sp|P13010|XRCC5_HUMAN X-ray repair cross-complementing protein 5 OS=Homo sapiens OX=9606 GN=XRCC5 PE=1 SV=3					601300000.0	606210000.0
P13073	P13073	COX4I1	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	sp|P13073|COX41_HUMAN Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Homo sapiens OX=9606 GN=COX4I1 PE=1 SV=1				100540000.0		233130000.0
P13489	P13489	RNH1	Ribonuclease inhibitor	sp|P13489|RINI_HUMAN Ribonuclease inhibitor OS=Homo sapiens OX=9606 GN=RNH1 PE=1 SV=2				250090000.0	184060000.0	245010000.0
P13639	P13639	EEF2	Elongation factor 2	sp|P13639|EF2_HUMAN Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4				3680200000.0	4694900000.0	5590300000.0
P13667	P13667	PDIA4	Protein disulfide-isomerase A4	sp|P13667|PDIA4_HUMAN Protein disulfide-isomerase A4 OS=Homo sapiens OX=9606 GN=PDIA4 PE=1 SV=2				313800000.0	423800000.0	485440000.0
P13693;P13693-2;Q56UQ5;Q9HAU6	P13693;P13693-2	TPT1	Translationally-controlled tumor protein	sp|P13693|TCTP_HUMAN Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1;sp|P13693-2|TCTP_HUMAN Isoform 2 of Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1					247520000.0	343340000.0
P13797;P13797-3;P13797-2;P13796;Q14651	P13797;P13797-3;P13797-2	PLS3	Plastin-3	sp|P13797|PLST_HUMAN Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=4;sp|P13797-3|PLST_HUMAN Isoform 3 of Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3;sp|P13797-2|PLST_HUMAN Isoform 2 of Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3				190180000.0	780430000.0	875180000.0
P13798	P13798	APEH	Acylamino-acid-releasing enzyme	sp|P13798|ACPH_HUMAN Acylamino-acid-releasing enzyme OS=Homo sapiens OX=9606 GN=APEH PE=1 SV=4				80438000.0		107070000.0
P13804;P13804-2	P13804;P13804-2	ETFA	Electron transfer flavoprotein subunit alpha, mitochondrial	sp|P13804|ETFA_HUMAN Electron transfer flavoprotein subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ETFA PE=1 SV=1;sp|P13804-2|ETFA_HUMAN Isoform 2 of Electron transfer flavoprotein subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ETFA				243680000.0	168170000.0	206090000.0
P13987;P13987-2	P13987;P13987-2	CD59	CD59 glycoprotein	sp|P13987|CD59_HUMAN CD59 glycoprotein OS=Homo sapiens OX=9606 GN=CD59 PE=1 SV=1;sp|P13987-2|CD59_HUMAN Isoform 2 of CD59 glycoprotein OS=Homo sapiens OX=9606 GN=CD59				180810000.0	98531000.0	133060000.0
P14174	P14174	MIF	Macrophage migration inhibitory factor	sp|P14174|MIF_HUMAN Macrophage migration inhibitory factor OS=Homo sapiens OX=9606 GN=MIF PE=1 SV=4					276460000.0	472150000.0
P14314-2;P14314	P14314-2;P14314	PRKCSH	Glucosidase 2 subunit beta	sp|P14314-2|GLU2B_HUMAN Isoform 2 of Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH;sp|P14314|GLU2B_HUMAN Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=2				210160000.0	342540000.0	323400000.0
P14324-2;P14324	P14324-2;P14324	FDPS	Farnesyl pyrophosphate synthase	sp|P14324-2|FPPS_HUMAN Isoform 2 of Farnesyl pyrophosphate synthase OS=Homo sapiens OX=9606 GN=FDPS;sp|P14324|FPPS_HUMAN Farnesyl pyrophosphate synthase OS=Homo sapiens OX=9606 GN=FDPS PE=1 SV=4				340120000.0	395550000.0	429940000.0
P14384	P14384	CPM	Carboxypeptidase M	sp|P14384|CBPM_HUMAN Carboxypeptidase M OS=Homo sapiens OX=9606 GN=CPM PE=1 SV=2					4368900.0	
P14550	P14550	AKR1A1	Alcohol dehydrogenase [NADP(+)]	sp|P14550|AK1A1_HUMAN Aldo-keto reductase family 1 member A1 OS=Homo sapiens OX=9606 GN=AKR1A1 PE=1 SV=3					121290000.0	160060000.0
P14618;P14618-3;P14618-2;P30613-2;P30613	P14618;P14618-3;P14618-2	PKM	Pyruvate kinase PKM	sp|P14618|KPYM_HUMAN Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4;sp|P14618-3|KPYM_HUMAN Isoform 3 of Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM;sp|P14618-2|KPYM_HUMAN Isoform M1 of Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM				2352800000.0	3389300000.0	3886300000.0
P14625;Q58FF3	P14625	HSP90B1	Endoplasmin	sp|P14625|ENPL_HUMAN Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1				1067000000.0	2211200000.0	2132200000.0
P14866;P14866-2	P14866;P14866-2	HNRNPL	Heterogeneous nuclear ribonucleoprotein L	sp|P14866|HNRPL_HUMAN Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens OX=9606 GN=HNRNPL PE=1 SV=2;sp|P14866-2|HNRPL_HUMAN Isoform 2 of Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens OX=9606 GN=HNRNPL				479210000.0	998860000.0	778380000.0
P14868;P14868-2	P14868;P14868-2	DARS	Aspartate--tRNA ligase, cytoplasmic	sp|P14868|SYDC_HUMAN Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=DARS PE=1 SV=2;sp|P14868-2|SYDC_HUMAN Isoform 2 of Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=DARS				148510000.0	99253000.0	191930000.0
P14923	P14923	JUP	Junction plakoglobin	sp|P14923|PLAK_HUMAN Junction plakoglobin OS=Homo sapiens OX=9606 GN=JUP PE=1 SV=3				120650000.0	65221000.0	
P15121;C9JRZ8;C9JRZ8-2	P15121	AKR1B1	Aldose reductase	sp|P15121|ALDR_HUMAN Aldo-keto reductase family 1 member B1 OS=Homo sapiens OX=9606 GN=AKR1B1 PE=1 SV=3					84588000.0	
P15311	P15311	EZR	Ezrin	sp|P15311|EZRI_HUMAN Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4				273630000.0	273210000.0	294450000.0
P15374	P15374	UCHL3	Ubiquitin carboxyl-terminal hydrolase isozyme L3	sp|P15374|UCHL3_HUMAN Ubiquitin carboxyl-terminal hydrolase isozyme L3 OS=Homo sapiens OX=9606 GN=UCHL3 PE=1 SV=1					24273000.0	
P15531;P15531-2	P15531;P15531-2	NME1	Nucleoside diphosphate kinase A	sp|P15531|NDKA_HUMAN Nucleoside diphosphate kinase A OS=Homo sapiens OX=9606 GN=NME1 PE=1 SV=1;sp|P15531-2|NDKA_HUMAN Isoform 2 of Nucleoside diphosphate kinase A OS=Homo sapiens OX=9606 GN=NME1				576950000.0	351420000.0	221830000.0
P15559-3;P15559-2;P15559	P15559-3;P15559-2;P15559	NQO1	NAD(P)H dehydrogenase [quinone] 1	sp|P15559-3|NQO1_HUMAN Isoform 3 of NAD(P)H dehydrogenase [quinone] 1 OS=Homo sapiens OX=9606 GN=NQO1;sp|P15559-2|NQO1_HUMAN Isoform 2 of NAD(P)H dehydrogenase [quinone] 1 OS=Homo sapiens OX=9606 GN=NQO1;sp|P15559|NQO1_HUMAN NAD(P)H dehydrogenase [quinone]				124540000.0	108240000.0	140870000.0
P15880	P15880	RPS2	40S ribosomal protein S2	sp|P15880|RS2_HUMAN 40S ribosomal protein S2 OS=Homo sapiens OX=9606 GN=RPS2 PE=1 SV=2				214060000.0	605810000.0	658900000.0
P15924;P15924-3;P15924-2	P15924;P15924-3;P15924-2	DSP	Desmoplakin	sp|P15924|DESP_HUMAN Desmoplakin OS=Homo sapiens OX=9606 GN=DSP PE=1 SV=3;sp|P15924-3|DESP_HUMAN Isoform DSPIa of Desmoplakin OS=Homo sapiens OX=9606 GN=DSP;sp|P15924-2|DESP_HUMAN Isoform DPII of Desmoplakin OS=Homo sapiens OX=9606 GN=DSP				978420000.0	425280000.0	555190000.0
P16070;P16070-18;P16070-5;P16070-7;P16070-3;P16070-6;P16070-4;P16070-17;P16070-8;P16070-16;P16070-10;P16070-11;P16070-13;P16070-14;P16070-12;P16070-9;P16070-15	P16070;P16070-18;P16070-5;P16070-7;P16070-3;P16070-6;P16070-4;P16070-17;P16070-8;P16070-16;P16070-10;P16070-11;P16070-13;P16070-14;P16070-12	CD44	CD44 antigen	sp|P16070|CD44_HUMAN CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=3;sp|P16070-18|CD44_HUMAN Isoform 18 of CD44 antigen OS=Homo sapiens OX=9606 GN=CD44;sp|P16070-5|CD44_HUMAN Isoform 5 of CD44 antigen OS=Homo sapiens OX=9606 GN=CD44;sp|P16070-7|CD44				37571000.0	94044000.0	85470000.0
P16083	P16083	NQO2	Ribosyldihydronicotinamide dehydrogenase [quinone]	sp|P16083|NQO2_HUMAN Ribosyldihydronicotinamide dehydrogenase [quinone] OS=Homo sapiens OX=9606 GN=NQO2 PE=1 SV=5				141120000.0	131290000.0	159190000.0
P16152;P16152-2	P16152;P16152-2	CBR1	Carbonyl reductase [NADPH] 1	sp|P16152|CBR1_HUMAN Carbonyl reductase [NADPH] 1 OS=Homo sapiens OX=9606 GN=CBR1 PE=1 SV=3;sp|P16152-2|CBR1_HUMAN Isoform 2 of Carbonyl reductase [NADPH] 1 OS=Homo sapiens OX=9606 GN=CBR1					255810000.0	267470000.0
P16401	P16401	HIST1H1B	Histone H1.5	sp|P16401|H15_HUMAN Histone H1.5 OS=Homo sapiens OX=9606 GN=HIST1H1B PE=1 SV=3				531930000.0	979430000.0	1022100000.0
P16403	P16403	HIST1H1C	Histone H1.2	sp|P16403|H12_HUMAN Histone H1.2 OS=Homo sapiens OX=9606 GN=HIST1H1C PE=1 SV=2				148650000.0		315390000.0
P16435	P16435	POR	NADPH--cytochrome P450 reductase	sp|P16435|NCPR_HUMAN NADPH--cytochrome P450 reductase OS=Homo sapiens OX=9606 GN=POR PE=1 SV=2					325340000.0	206800000.0
P16615;P16615-5;P16615-2;P16615-3;P16615-4;O14983-2;O14983;O14983-3;Q93084-4;Q93084-2;Q93084-3;Q93084-7;Q93084;Q93084-6;Q93084-5	P16615;P16615-5;P16615-2;P16615-3;P16615-4	ATP2A2	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	sp|P16615|AT2A2_HUMAN Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1;sp|P16615-5|AT2A2_HUMAN Isoform 5 of Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2A2;sp|P16615-2|AT2				148420000.0	141670000.0	200310000.0
P16949;P16949-2;Q9H169-3;Q9H169;Q9H169-4;Q9H169-2	P16949;P16949-2	STMN1	Stathmin	sp|P16949|STMN1_HUMAN Stathmin OS=Homo sapiens OX=9606 GN=STMN1 PE=1 SV=3;sp|P16949-2|STMN1_HUMAN Isoform 2 of Stathmin OS=Homo sapiens OX=9606 GN=STMN1					171570000.0	263950000.0
P16989;P16989-2;P16989-3	P16989;P16989-2;P16989-3	YBX3	Y-box-binding protein 3	sp|P16989|YBOX3_HUMAN Y-box-binding protein 3 OS=Homo sapiens OX=9606 GN=YBX3 PE=1 SV=4;sp|P16989-2|YBOX3_HUMAN Isoform 2 of Y-box-binding protein 3 OS=Homo sapiens OX=9606 GN=YBX3;sp|P16989-3|YBOX3_HUMAN Isoform 3 of Y-box-binding protein 3 OS=Homo sapien				23432000.0	40640000.0	46817000.0
P17174;P17174-2	P17174;P17174-2	GOT1	Aspartate aminotransferase, cytoplasmic	sp|P17174|AATC_HUMAN Aspartate aminotransferase, cytoplasmic OS=Homo sapiens OX=9606 GN=GOT1 PE=1 SV=3;sp|P17174-2|AATC_HUMAN Isoform 2 of Aspartate aminotransferase, cytoplasmic OS=Homo sapiens OX=9606 GN=GOT1				183730000.0	206000000.0	216290000.0
P17655;P17655-2	P17655;P17655-2	CAPN2	Calpain-2 catalytic subunit	sp|P17655|CAN2_HUMAN Calpain-2 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN2 PE=1 SV=6;sp|P17655-2|CAN2_HUMAN Isoform 2 of Calpain-2 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN2					85358000.0	90452000.0
P17844;P17844-2	P17844;P17844-2	DDX5	Probable ATP-dependent RNA helicase DDX5	sp|P17844|DDX5_HUMAN Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5 PE=1 SV=1;sp|P17844-2|DDX5_HUMAN Isoform 2 of Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5				346550000.0	983340000.0	919610000.0
P17931	P17931	LGALS3	Galectin-3	sp|P17931|LEG3_HUMAN Galectin-3 OS=Homo sapiens OX=9606 GN=LGALS3 PE=1 SV=5					165410000.0	216150000.0
P17980	P17980	PSMC3	26S protease regulatory subunit 6A	sp|P17980|PRS6A_HUMAN 26S proteasome regulatory subunit 6A OS=Homo sapiens OX=9606 GN=PSMC3 PE=1 SV=3				134540000.0	158460000.0	152990000.0
P17987	P17987	TCP1	T-complex protein 1 subunit alpha	sp|P17987|TCPA_HUMAN T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1				736180000.0	725980000.0	473930000.0
P18077	P18077	RPL35A	60S ribosomal protein L35a	sp|P18077|RL35A_HUMAN 60S ribosomal protein L35a OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=2				177930000.0	188570000.0	204200000.0
P18085	P18085	ARF4	ADP-ribosylation factor 4	sp|P18085|ARF4_HUMAN ADP-ribosylation factor 4 OS=Homo sapiens OX=9606 GN=ARF4 PE=1 SV=3				115200000.0	94794000.0	97179000.0
P18124	P18124	RPL7	60S ribosomal protein L7	sp|P18124|RL7_HUMAN 60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1				1001900000.0	862790000.0	1033100000.0
P18206;P18206-2;P18206-3	P18206;P18206-2	VCL	Vinculin	sp|P18206|VINC_HUMAN Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4;sp|P18206-2|VINC_HUMAN Isoform 1 of Vinculin OS=Homo sapiens OX=9606 GN=VCL				354810000.0	549180000.0	633380000.0
P18621-3;P18621;P18621-2	P18621-3;P18621;P18621-2	RPL17	60S ribosomal protein L17	sp|P18621-3|RL17_HUMAN Isoform 3 of 60S ribosomal protein L17 OS=Homo sapiens OX=9606 GN=RPL17;sp|P18621|RL17_HUMAN 60S ribosomal protein L17 OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=3;sp|P18621-2|RL17_HUMAN Isoform 2 of 60S ribosomal protein L17 OS=Homo s				142900000.0	214920000.0	218980000.0
P18669;P15259;Q8N0Y7	P18669	PGAM1	Phosphoglycerate mutase 1	sp|P18669|PGAM1_HUMAN Phosphoglycerate mutase 1 OS=Homo sapiens OX=9606 GN=PGAM1 PE=1 SV=2				1115700000.0	1115300000.0	1423100000.0
P18754;P18754-2	P18754;P18754-2	RCC1	Regulator of chromosome condensation	sp|P18754|RCC1_HUMAN Regulator of chromosome condensation OS=Homo sapiens OX=9606 GN=RCC1 PE=1 SV=1;sp|P18754-2|RCC1_HUMAN Isoform 2 of Regulator of chromosome condensation OS=Homo sapiens OX=9606 GN=RCC1				116580000.0	88291000.0	101460000.0
P18859;P18859-2	P18859;P18859-2	ATP5J	ATP synthase-coupling factor 6, mitochondrial	sp|P18859|ATP5J_HUMAN ATP synthase-coupling factor 6, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PF PE=1 SV=1;sp|P18859-2|ATP5J_HUMAN Isoform 2 of ATP synthase-coupling factor 6, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PF					156240000.0	149560000.0
P19338	P19338	NCL	Nucleolin	sp|P19338|NUCL_HUMAN Nucleolin OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=3				1397800000.0	2877400000.0	2877400000.0
P19404	P19404	NDUFV2	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	sp|P19404|NDUV2_HUMAN NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFV2 PE=1 SV=2					54054000.0	68643000.0
P19623	P19623	SRM	Spermidine synthase	sp|P19623|SPEE_HUMAN Spermidine synthase OS=Homo sapiens OX=9606 GN=SRM PE=1 SV=1					59818000.0	46899000.0
P20020-1;P20020-4;P20020;P20020-6;P20020-5;P20020-2;P23634-4;P23634;P23634-8;P23634-6;P23634-5;P23634-7;P23634-2;P23634-3;Q01814-8;Q01814-5;Q01814;Q01814-6;Q01814-2;Q01814-3;Q01814-7;Q01814-4	P20020-1;P20020-4;P20020;P20020-6;P20020-5;P20020-2;P23634-4;P23634;P23634-8;P23634-6;P23634-5;P23634-7;P23634-2;P23634-3	ATP2B1;ATP2B4	Plasma membrane calcium-transporting ATPase 1;Plasma membrane calcium-transporting ATPase 4	sp|P20020-1|AT2B1_HUMAN Isoform D of Plasma membrane calcium-transporting ATPase 1 OS=Homo sapiens OX=9606 GN=ATP2B1;sp|P20020-4|AT2B1_HUMAN Isoform C of Plasma membrane calcium-transporting ATPase 1 OS=Homo sapiens OX=9606 GN=ATP2B1;sp|P20020|AT2B1_HUMAN 				59336000.0	62973000.0	71456000.0
P20042	P20042	EIF2S2	Eukaryotic translation initiation factor 2 subunit 2	sp|P20042|IF2B_HUMAN Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens OX=9606 GN=EIF2S2 PE=1 SV=2				92690000.0	134810000.0	150620000.0
P20073-2;P20073	P20073-2;P20073	ANXA7	Annexin A7	sp|P20073-2|ANXA7_HUMAN Isoform 2 of Annexin A7 OS=Homo sapiens OX=9606 GN=ANXA7;sp|P20073|ANXA7_HUMAN Annexin A7 OS=Homo sapiens OX=9606 GN=ANXA7 PE=1 SV=3						160420000.0
P20700	P20700	LMNB1	Lamin-B1	sp|P20700|LMNB1_HUMAN Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=2				402780000.0	640490000.0	530600000.0
P20810-5;P20810-10;P20810-6;P20810-8;P20810-2;P20810;P20810-9;P20810-7;P20810-4;P20810-3	P20810-5;P20810-10;P20810-6;P20810-8;P20810-2;P20810;P20810-9;P20810-7;P20810-4;P20810-3	CAST	Calpastatin	sp|P20810-5|ICAL_HUMAN Isoform 5 of Calpastatin OS=Homo sapiens OX=9606 GN=CAST;sp|P20810-10|ICAL_HUMAN Isoform 10 of Calpastatin OS=Homo sapiens OX=9606 GN=CAST;sp|P20810-6|ICAL_HUMAN Isoform 6 of Calpastatin OS=Homo sapiens OX=9606 GN=CAST;sp|P20810-8|IC				178370000.0	150100000.0	133630000.0
P20839-2;P20839-4;P20839;P20839-3;P20839-7;P20839-5;P20839-6	P20839-2;P20839-4;P20839;P20839-3;P20839-7;P20839-5;P20839-6	IMPDH1	Inosine-5-monophosphate dehydrogenase 1	sp|P20839-2|IMDH1_HUMAN Isoform 2 of Inosine-5-monophosphate dehydrogenase 1 OS=Homo sapiens OX=9606 GN=IMPDH1;sp|P20839-4|IMDH1_HUMAN Isoform 4 of Inosine-5-monophosphate dehydrogenase 1 OS=Homo sapiens OX=9606 GN=IMPDH1;sp|P20839|IMDH1_HUMAN Inosine-5				26935000.0		
P21266	P21266	GSTM3	Glutathione S-transferase Mu 3	sp|P21266|GSTM3_HUMAN Glutathione S-transferase Mu 3 OS=Homo sapiens OX=9606 GN=GSTM3 PE=1 SV=3					224020000.0	258430000.0
P21291	P21291	CSRP1	Cysteine and glycine-rich protein 1	sp|P21291|CSRP1_HUMAN Cysteine and glycine-rich protein 1 OS=Homo sapiens OX=9606 GN=CSRP1 PE=1 SV=3				132110000.0		
P21333-2;P21333	P21333-2;P21333	FLNA	Filamin-A	sp|P21333-2|FLNA_HUMAN Isoform 2 of Filamin-A OS=Homo sapiens OX=9606 GN=FLNA;sp|P21333|FLNA_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4				792580000.0	1769700000.0	1760600000.0
P21796	P21796	VDAC1	Voltage-dependent anion-selective channel protein 1	sp|P21796|VDAC1_HUMAN Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2				128430000.0	975480000.0	1146600000.0
P22061;P22061-2	P22061;P22061-2	PCMT1	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	sp|P22061|PIMT_HUMAN Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=4;sp|P22061-2|PIMT_HUMAN Isoform 2 of Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1						100980000.0
P22102;P22102-2	P22102;P22102-2	GART	Trifunctional purine biosynthetic protein adenosine-3;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylglycinamide formyltransferase	sp|P22102|PUR2_HUMAN Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1;sp|P22102-2|PUR2_HUMAN Isoform Short of Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART				202910000.0	153350000.0	187210000.0
P22234;P22234-2	P22234;P22234-2	PAICS	Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase	sp|P22234|PUR6_HUMAN Multifunctional protein ADE2 OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=3;sp|P22234-2|PUR6_HUMAN Isoform 2 of Multifunctional protein ADE2 OS=Homo sapiens OX=9606 GN=PAICS				204720000.0	523020000.0	649490000.0
P22307-4;P22307-8;P22307;P22307-6;P22307-2;P22307-7	P22307-4;P22307-8;P22307;P22307-6;P22307-2;P22307-7	SCP2	Non-specific lipid-transfer protein	sp|P22307-4|NLTP_HUMAN Isoform 4 of Non-specific lipid-transfer protein OS=Homo sapiens OX=9606 GN=SCP2;sp|P22307-8|NLTP_HUMAN Isoform 8 of Non-specific lipid-transfer protein OS=Homo sapiens OX=9606 GN=SCP2;sp|P22307|NLTP_HUMAN Non-specific lipid-transfer					85613000.0	105650000.0
P22314-2;P22314	P22314-2;P22314	UBA1	Ubiquitin-like modifier-activating enzyme 1	sp|P22314-2|UBA1_HUMAN Isoform 2 of Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1;sp|P22314|UBA1_HUMAN Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3				1180600000.0	1552900000.0	1796500000.0
P22392-2;P22392	P22392-2;P22392	NME2	Nucleoside diphosphate kinase B	sp|P22392-2|NDKB_HUMAN Isoform 3 of Nucleoside diphosphate kinase B OS=Homo sapiens OX=9606 GN=NME2;sp|P22392|NDKB_HUMAN Nucleoside diphosphate kinase B OS=Homo sapiens OX=9606 GN=NME2 PE=1 SV=1				649960000.0	1527700000.0	1573600000.0
